ID,parents,has_nurs,form,children,housing,finance,social,health,class
2077,usual,improper,completed,3,less_conv,convenient,problematic,recommended,priority
2078,usual,improper,completed,3,less_conv,convenient,problematic,priority,priority
2079,usual,improper,completed,3,less_conv,convenient,problematic,not_recom,not_recom
2080,usual,improper,completed,3,less_conv,inconv,nonprob,recommended,priority
2081,usual,improper,completed,3,less_conv,inconv,nonprob,priority,priority
2082,usual,improper,completed,3,less_conv,inconv,nonprob,not_recom,not_recom
2083,usual,improper,completed,3,less_conv,inconv,slightly_prob,recommended,priority
2084,usual,improper,completed,3,less_conv,inconv,slightly_prob,priority,priority
2085,usual,improper,completed,3,less_conv,inconv,slightly_prob,not_recom,not_recom
2086,usual,improper,completed,3,less_conv,inconv,problematic,recommended,priority
2087,usual,improper,completed,3,less_conv,inconv,problematic,priority,priority
2088,usual,improper,completed,3,less_conv,inconv,problematic,not_recom,not_recom
2089,usual,improper,completed,3,critical,convenient,nonprob,recommended,priority
2090,usual,improper,completed,3,critical,convenient,nonprob,priority,priority
2091,usual,improper,completed,3,critical,convenient,nonprob,not_recom,not_recom
2092,usual,improper,completed,3,critical,convenient,slightly_prob,recommended,priority
2093,usual,improper,completed,3,critical,convenient,slightly_prob,priority,priority
2094,usual,improper,completed,3,critical,convenient,slightly_prob,not_recom,not_recom
2095,usual,improper,completed,3,critical,convenient,problematic,recommended,priority
2096,usual,improper,completed,3,critical,convenient,problematic,priority,priority
2097,usual,improper,completed,3,critical,convenient,problematic,not_recom,not_recom
2098,usual,improper,completed,3,critical,inconv,nonprob,recommended,priority
2099,usual,improper,completed,3,critical,inconv,nonprob,priority,priority
2100,usual,improper,completed,3,critical,inconv,nonprob,not_recom,not_recom
2101,usual,improper,completed,3,critical,inconv,slightly_prob,recommended,priority
2102,usual,improper,completed,3,critical,inconv,slightly_prob,priority,priority
2103,usual,improper,completed,3,critical,inconv,slightly_prob,not_recom,not_recom
2104,usual,improper,completed,3,critical,inconv,problematic,recommended,priority
2105,usual,improper,completed,3,critical,inconv,problematic,priority,priority
2106,usual,improper,completed,3,critical,inconv,problematic,not_recom,not_recom
2107,usual,improper,completed,more,convenient,convenient,nonprob,recommended,very_recom
2108,usual,improper,completed,more,convenient,convenient,nonprob,priority,priority
2109,usual,improper,completed,more,convenient,convenient,nonprob,not_recom,not_recom
2110,usual,improper,completed,more,convenient,convenient,slightly_prob,recommended,very_recom
2111,usual,improper,completed,more,convenient,convenient,slightly_prob,priority,priority
2112,usual,improper,completed,more,convenient,convenient,slightly_prob,not_recom,not_recom
2113,usual,improper,completed,more,convenient,convenient,problematic,recommended,priority
2114,usual,improper,completed,more,convenient,convenient,problematic,priority,priority
2115,usual,improper,completed,more,convenient,convenient,problematic,not_recom,not_recom
2116,usual,improper,completed,more,convenient,inconv,nonprob,recommended,priority
2117,usual,improper,completed,more,convenient,inconv,nonprob,priority,priority
2118,usual,improper,completed,more,convenient,inconv,nonprob,not_recom,not_recom
2119,usual,improper,completed,more,convenient,inconv,slightly_prob,recommended,priority
2120,usual,improper,completed,more,convenient,inconv,slightly_prob,priority,priority
2121,usual,improper,completed,more,convenient,inconv,slightly_prob,not_recom,not_recom
2122,usual,improper,completed,more,convenient,inconv,problematic,recommended,priority
2123,usual,improper,completed,more,convenient,inconv,problematic,priority,priority
2124,usual,improper,completed,more,convenient,inconv,problematic,not_recom,not_recom
2125,usual,improper,completed,more,less_conv,convenient,nonprob,recommended,priority
2126,usual,improper,completed,more,less_conv,convenient,nonprob,priority,priority
2127,usual,improper,completed,more,less_conv,convenient,nonprob,not_recom,not_recom
2128,usual,improper,completed,more,less_conv,convenient,slightly_prob,recommended,priority
2129,usual,improper,completed,more,less_conv,convenient,slightly_prob,priority,priority
2130,usual,improper,completed,more,less_conv,convenient,slightly_prob,not_recom,not_recom
2131,usual,improper,completed,more,less_conv,convenient,problematic,recommended,priority
2132,usual,improper,completed,more,less_conv,convenient,problematic,priority,priority
2133,usual,improper,completed,more,less_conv,convenient,problematic,not_recom,not_recom
2134,usual,improper,completed,more,less_conv,inconv,nonprob,recommended,priority
2135,usual,improper,completed,more,less_conv,inconv,nonprob,priority,priority
2136,usual,improper,completed,more,less_conv,inconv,nonprob,not_recom,not_recom
2137,usual,improper,completed,more,less_conv,inconv,slightly_prob,recommended,priority
2138,usual,improper,completed,more,less_conv,inconv,slightly_prob,priority,priority
2139,usual,improper,completed,more,less_conv,inconv,slightly_prob,not_recom,not_recom
2140,usual,improper,completed,more,less_conv,inconv,problematic,recommended,priority
2141,usual,improper,completed,more,less_conv,inconv,problematic,priority,priority
2142,usual,improper,completed,more,less_conv,inconv,problematic,not_recom,not_recom
2143,usual,improper,completed,more,critical,convenient,nonprob,recommended,priority
2144,usual,improper,completed,more,critical,convenient,nonprob,priority,priority
2145,usual,improper,completed,more,critical,convenient,nonprob,not_recom,not_recom
2146,usual,improper,completed,more,critical,convenient,slightly_prob,recommended,priority
2147,usual,improper,completed,more,critical,convenient,slightly_prob,priority,priority
2148,usual,improper,completed,more,critical,convenient,slightly_prob,not_recom,not_recom
2149,usual,improper,completed,more,critical,convenient,problematic,recommended,priority
2150,usual,improper,completed,more,critical,convenient,problematic,priority,priority
2151,usual,improper,completed,more,critical,convenient,problematic,not_recom,not_recom
2152,usual,improper,completed,more,critical,inconv,nonprob,recommended,priority
2153,usual,improper,completed,more,critical,inconv,nonprob,priority,priority
2154,usual,improper,completed,more,critical,inconv,nonprob,not_recom,not_recom
2155,usual,improper,completed,more,critical,inconv,slightly_prob,recommended,priority
2156,usual,improper,completed,more,critical,inconv,slightly_prob,priority,priority
2157,usual,improper,completed,more,critical,inconv,slightly_prob,not_recom,not_recom
2158,usual,improper,completed,more,critical,inconv,problematic,recommended,priority
2159,usual,improper,completed,more,critical,inconv,problematic,priority,priority
2160,usual,improper,completed,more,critical,inconv,problematic,not_recom,not_recom
2161,usual,improper,incomplete,1,convenient,convenient,nonprob,recommended,very_recom
2162,usual,improper,incomplete,1,convenient,convenient,nonprob,priority,priority
2163,usual,improper,incomplete,1,convenient,convenient,nonprob,not_recom,not_recom
2164,usual,improper,incomplete,1,convenient,convenient,slightly_prob,recommended,very_recom
2165,usual,improper,incomplete,1,convenient,convenient,slightly_prob,priority,priority
2166,usual,improper,incomplete,1,convenient,convenient,slightly_prob,not_recom,not_recom
2167,usual,improper,incomplete,1,convenient,convenient,problematic,recommended,priority
2168,usual,improper,incomplete,1,convenient,convenient,problematic,priority,priority
2169,usual,improper,incomplete,1,convenient,convenient,problematic,not_recom,not_recom
2170,usual,improper,incomplete,1,convenient,inconv,nonprob,recommended,very_recom
2171,usual,improper,incomplete,1,convenient,inconv,nonprob,priority,priority
2172,usual,improper,incomplete,1,convenient,inconv,nonprob,not_recom,not_recom
2173,usual,improper,incomplete,1,convenient,inconv,slightly_prob,recommended,very_recom
2174,usual,improper,incomplete,1,convenient,inconv,slightly_prob,priority,priority
2175,usual,improper,incomplete,1,convenient,inconv,slightly_prob,not_recom,not_recom
2176,usual,improper,incomplete,1,convenient,inconv,problematic,recommended,priority
2177,usual,improper,incomplete,1,convenient,inconv,problematic,priority,priority
2178,usual,improper,incomplete,1,convenient,inconv,problematic,not_recom,not_recom
2179,usual,improper,incomplete,1,less_conv,convenient,nonprob,recommended,very_recom
2180,usual,improper,incomplete,1,less_conv,convenient,nonprob,priority,priority
2181,usual,improper,incomplete,1,less_conv,convenient,nonprob,not_recom,not_recom
2182,usual,improper,incomplete,1,less_conv,convenient,slightly_prob,recommended,very_recom
2183,usual,improper,incomplete,1,less_conv,convenient,slightly_prob,priority,priority
2184,usual,improper,incomplete,1,less_conv,convenient,slightly_prob,not_recom,not_recom
2185,usual,improper,incomplete,1,less_conv,convenient,problematic,recommended,priority
2186,usual,improper,incomplete,1,less_conv,convenient,problematic,priority,priority
2187,usual,improper,incomplete,1,less_conv,convenient,problematic,not_recom,not_recom
2188,usual,improper,incomplete,1,less_conv,inconv,nonprob,recommended,very_recom
2189,usual,improper,incomplete,1,less_conv,inconv,nonprob,priority,priority
2190,usual,improper,incomplete,1,less_conv,inconv,nonprob,not_recom,not_recom
2191,usual,improper,incomplete,1,less_conv,inconv,slightly_prob,recommended,very_recom
2192,usual,improper,incomplete,1,less_conv,inconv,slightly_prob,priority,priority
2193,usual,improper,incomplete,1,less_conv,inconv,slightly_prob,not_recom,not_recom
2194,usual,improper,incomplete,1,less_conv,inconv,problematic,recommended,priority
2195,usual,improper,incomplete,1,less_conv,inconv,problematic,priority,priority
2196,usual,improper,incomplete,1,less_conv,inconv,problematic,not_recom,not_recom
2197,usual,improper,incomplete,1,critical,convenient,nonprob,recommended,priority
2198,usual,improper,incomplete,1,critical,convenient,nonprob,priority,priority
2199,usual,improper,incomplete,1,critical,convenient,nonprob,not_recom,not_recom
2200,usual,improper,incomplete,1,critical,convenient,slightly_prob,recommended,priority
2201,usual,improper,incomplete,1,critical,convenient,slightly_prob,priority,priority
2202,usual,improper,incomplete,1,critical,convenient,slightly_prob,not_recom,not_recom
2203,usual,improper,incomplete,1,critical,convenient,problematic,recommended,priority
2204,usual,improper,incomplete,1,critical,convenient,problematic,priority,priority
2205,usual,improper,incomplete,1,critical,convenient,problematic,not_recom,not_recom
2206,usual,improper,incomplete,1,critical,inconv,nonprob,recommended,priority
2207,usual,improper,incomplete,1,critical,inconv,nonprob,priority,priority
2208,usual,improper,incomplete,1,critical,inconv,nonprob,not_recom,not_recom
2209,usual,improper,incomplete,1,critical,inconv,slightly_prob,recommended,priority
2210,usual,improper,incomplete,1,critical,inconv,slightly_prob,priority,priority
2211,usual,improper,incomplete,1,critical,inconv,slightly_prob,not_recom,not_recom
2212,usual,improper,incomplete,1,critical,inconv,problematic,recommended,priority
2213,usual,improper,incomplete,1,critical,inconv,problematic,priority,priority
2214,usual,improper,incomplete,1,critical,inconv,problematic,not_recom,not_recom
2215,usual,improper,incomplete,2,convenient,convenient,nonprob,recommended,very_recom
2216,usual,improper,incomplete,2,convenient,convenient,nonprob,priority,priority
2217,usual,improper,incomplete,2,convenient,convenient,nonprob,not_recom,not_recom
2218,usual,improper,incomplete,2,convenient,convenient,slightly_prob,recommended,very_recom
2219,usual,improper,incomplete,2,convenient,convenient,slightly_prob,priority,priority
2220,usual,improper,incomplete,2,convenient,convenient,slightly_prob,not_recom,not_recom
2221,usual,improper,incomplete,2,convenient,convenient,problematic,recommended,priority
2222,usual,improper,incomplete,2,convenient,convenient,problematic,priority,priority
2223,usual,improper,incomplete,2,convenient,convenient,problematic,not_recom,not_recom
2224,usual,improper,incomplete,2,convenient,inconv,nonprob,recommended,priority
2225,usual,improper,incomplete,2,convenient,inconv,nonprob,priority,priority
2226,usual,improper,incomplete,2,convenient,inconv,nonprob,not_recom,not_recom
2227,usual,improper,incomplete,2,convenient,inconv,slightly_prob,recommended,priority
2228,usual,improper,incomplete,2,convenient,inconv,slightly_prob,priority,priority
2229,usual,improper,incomplete,2,convenient,inconv,slightly_prob,not_recom,not_recom
2230,usual,improper,incomplete,2,convenient,inconv,problematic,recommended,priority
2231,usual,improper,incomplete,2,convenient,inconv,problematic,priority,priority
2232,usual,improper,incomplete,2,convenient,inconv,problematic,not_recom,not_recom
2233,usual,improper,incomplete,2,less_conv,convenient,nonprob,recommended,priority
2234,usual,improper,incomplete,2,less_conv,convenient,nonprob,priority,priority
2235,usual,improper,incomplete,2,less_conv,convenient,nonprob,not_recom,not_recom
2236,usual,improper,incomplete,2,less_conv,convenient,slightly_prob,recommended,priority
2237,usual,improper,incomplete,2,less_conv,convenient,slightly_prob,priority,priority
2238,usual,improper,incomplete,2,less_conv,convenient,slightly_prob,not_recom,not_recom
2239,usual,improper,incomplete,2,less_conv,convenient,problematic,recommended,priority
2240,usual,improper,incomplete,2,less_conv,convenient,problematic,priority,priority
2241,usual,improper,incomplete,2,less_conv,convenient,problematic,not_recom,not_recom
2242,usual,improper,incomplete,2,less_conv,inconv,nonprob,recommended,priority
2243,usual,improper,incomplete,2,less_conv,inconv,nonprob,priority,priority
2244,usual,improper,incomplete,2,less_conv,inconv,nonprob,not_recom,not_recom
2245,usual,improper,incomplete,2,less_conv,inconv,slightly_prob,recommended,priority
2246,usual,improper,incomplete,2,less_conv,inconv,slightly_prob,priority,priority
2247,usual,improper,incomplete,2,less_conv,inconv,slightly_prob,not_recom,not_recom
2248,usual,improper,incomplete,2,less_conv,inconv,problematic,recommended,priority
2249,usual,improper,incomplete,2,less_conv,inconv,problematic,priority,priority
2250,usual,improper,incomplete,2,less_conv,inconv,problematic,not_recom,not_recom
2251,usual,improper,incomplete,2,critical,convenient,nonprob,recommended,priority
2252,usual,improper,incomplete,2,critical,convenient,nonprob,priority,priority
2253,usual,improper,incomplete,2,critical,convenient,nonprob,not_recom,not_recom
2254,usual,improper,incomplete,2,critical,convenient,slightly_prob,recommended,priority
2255,usual,improper,incomplete,2,critical,convenient,slightly_prob,priority,priority
2256,usual,improper,incomplete,2,critical,convenient,slightly_prob,not_recom,not_recom
2257,usual,improper,incomplete,2,critical,convenient,problematic,recommended,priority
2258,usual,improper,incomplete,2,critical,convenient,problematic,priority,priority
2259,usual,improper,incomplete,2,critical,convenient,problematic,not_recom,not_recom
2260,usual,improper,incomplete,2,critical,inconv,nonprob,recommended,priority
2261,usual,improper,incomplete,2,critical,inconv,nonprob,priority,priority
2262,usual,improper,incomplete,2,critical,inconv,nonprob,not_recom,not_recom
2263,usual,improper,incomplete,2,critical,inconv,slightly_prob,recommended,priority
2264,usual,improper,incomplete,2,critical,inconv,slightly_prob,priority,priority
2265,usual,improper,incomplete,2,critical,inconv,slightly_prob,not_recom,not_recom
2266,usual,improper,incomplete,2,critical,inconv,problematic,recommended,priority
2267,usual,improper,incomplete,2,critical,inconv,problematic,priority,priority
2268,usual,improper,incomplete,2,critical,inconv,problematic,not_recom,not_recom
2269,usual,improper,incomplete,3,convenient,convenient,nonprob,recommended,very_recom
2270,usual,improper,incomplete,3,convenient,convenient,nonprob,priority,priority
2271,usual,improper,incomplete,3,convenient,convenient,nonprob,not_recom,not_recom
2272,usual,improper,incomplete,3,convenient,convenient,slightly_prob,recommended,very_recom
2273,usual,improper,incomplete,3,convenient,convenient,slightly_prob,priority,priority
2274,usual,improper,incomplete,3,convenient,convenient,slightly_prob,not_recom,not_recom
2275,usual,improper,incomplete,3,convenient,convenient,problematic,recommended,priority
2276,usual,improper,incomplete,3,convenient,convenient,problematic,priority,priority
2277,usual,improper,incomplete,3,convenient,convenient,problematic,not_recom,not_recom
2278,usual,improper,incomplete,3,convenient,inconv,nonprob,recommended,priority
2279,usual,improper,incomplete,3,convenient,inconv,nonprob,priority,priority
2280,usual,improper,incomplete,3,convenient,inconv,nonprob,not_recom,not_recom
2281,usual,improper,incomplete,3,convenient,inconv,slightly_prob,recommended,priority
2282,usual,improper,incomplete,3,convenient,inconv,slightly_prob,priority,priority
2283,usual,improper,incomplete,3,convenient,inconv,slightly_prob,not_recom,not_recom
2284,usual,improper,incomplete,3,convenient,inconv,problematic,recommended,priority
2285,usual,improper,incomplete,3,convenient,inconv,problematic,priority,priority
2286,usual,improper,incomplete,3,convenient,inconv,problematic,not_recom,not_recom
2287,usual,improper,incomplete,3,less_conv,convenient,nonprob,recommended,priority
2288,usual,improper,incomplete,3,less_conv,convenient,nonprob,priority,priority
2289,usual,improper,incomplete,3,less_conv,convenient,nonprob,not_recom,not_recom
2290,usual,improper,incomplete,3,less_conv,convenient,slightly_prob,recommended,priority
2291,usual,improper,incomplete,3,less_conv,convenient,slightly_prob,priority,priority
2292,usual,improper,incomplete,3,less_conv,convenient,slightly_prob,not_recom,not_recom
2293,usual,improper,incomplete,3,less_conv,convenient,problematic,recommended,priority
2294,usual,improper,incomplete,3,less_conv,convenient,problematic,priority,priority
2295,usual,improper,incomplete,3,less_conv,convenient,problematic,not_recom,not_recom
2296,usual,improper,incomplete,3,less_conv,inconv,nonprob,recommended,priority
2297,usual,improper,incomplete,3,less_conv,inconv,nonprob,priority,priority
2298,usual,improper,incomplete,3,less_conv,inconv,nonprob,not_recom,not_recom
2299,usual,improper,incomplete,3,less_conv,inconv,slightly_prob,recommended,priority
2300,usual,improper,incomplete,3,less_conv,inconv,slightly_prob,priority,priority
2301,usual,improper,incomplete,3,less_conv,inconv,slightly_prob,not_recom,not_recom
2302,usual,improper,incomplete,3,less_conv,inconv,problematic,recommended,priority
2303,usual,improper,incomplete,3,less_conv,inconv,problematic,priority,priority
2304,usual,improper,incomplete,3,less_conv,inconv,problematic,not_recom,not_recom
2305,usual,improper,incomplete,3,critical,convenient,nonprob,recommended,priority
2306,usual,improper,incomplete,3,critical,convenient,nonprob,priority,priority
2307,usual,improper,incomplete,3,critical,convenient,nonprob,not_recom,not_recom
2308,usual,improper,incomplete,3,critical,convenient,slightly_prob,recommended,priority
2309,usual,improper,incomplete,3,critical,convenient,slightly_prob,priority,priority
2310,usual,improper,incomplete,3,critical,convenient,slightly_prob,not_recom,not_recom
2311,usual,improper,incomplete,3,critical,convenient,problematic,recommended,priority
2312,usual,improper,incomplete,3,critical,convenient,problematic,priority,priority
2313,usual,improper,incomplete,3,critical,convenient,problematic,not_recom,not_recom
2314,usual,improper,incomplete,3,critical,inconv,nonprob,recommended,priority
2315,usual,improper,incomplete,3,critical,inconv,nonprob,priority,priority
2316,usual,improper,incomplete,3,critical,inconv,nonprob,not_recom,not_recom
2317,usual,improper,incomplete,3,critical,inconv,slightly_prob,recommended,priority
2318,usual,improper,incomplete,3,critical,inconv,slightly_prob,priority,priority
2319,usual,improper,incomplete,3,critical,inconv,slightly_prob,not_recom,not_recom
2320,usual,improper,incomplete,3,critical,inconv,problematic,recommended,priority
2321,usual,improper,incomplete,3,critical,inconv,problematic,priority,priority
2322,usual,improper,incomplete,3,critical,inconv,problematic,not_recom,not_recom
2323,usual,improper,incomplete,more,convenient,convenient,nonprob,recommended,very_recom
2324,usual,improper,incomplete,more,convenient,convenient,nonprob,priority,priority
2325,usual,improper,incomplete,more,convenient,convenient,nonprob,not_recom,not_recom
2326,usual,improper,incomplete,more,convenient,convenient,slightly_prob,recommended,very_recom
2327,usual,improper,incomplete,more,convenient,convenient,slightly_prob,priority,priority
2328,usual,improper,incomplete,more,convenient,convenient,slightly_prob,not_recom,not_recom
2329,usual,improper,incomplete,more,convenient,convenient,problematic,recommended,priority
2330,usual,improper,incomplete,more,convenient,convenient,problematic,priority,priority
2331,usual,improper,incomplete,more,convenient,convenient,problematic,not_recom,not_recom
2332,usual,improper,incomplete,more,convenient,inconv,nonprob,recommended,priority
2333,usual,improper,incomplete,more,convenient,inconv,nonprob,priority,priority
2334,usual,improper,incomplete,more,convenient,inconv,nonprob,not_recom,not_recom
2335,usual,improper,incomplete,more,convenient,inconv,slightly_prob,recommended,priority
2336,usual,improper,incomplete,more,convenient,inconv,slightly_prob,priority,priority
2337,usual,improper,incomplete,more,convenient,inconv,slightly_prob,not_recom,not_recom
2338,usual,improper,incomplete,more,convenient,inconv,problematic,recommended,priority
2339,usual,improper,incomplete,more,convenient,inconv,problematic,priority,priority
2340,usual,improper,incomplete,more,convenient,inconv,problematic,not_recom,not_recom
2341,usual,improper,incomplete,more,less_conv,convenient,nonprob,recommended,priority
2342,usual,improper,incomplete,more,less_conv,convenient,nonprob,priority,priority
2343,usual,improper,incomplete,more,less_conv,convenient,nonprob,not_recom,not_recom
2344,usual,improper,incomplete,more,less_conv,convenient,slightly_prob,recommended,priority
2345,usual,improper,incomplete,more,less_conv,convenient,slightly_prob,priority,priority
2346,usual,improper,incomplete,more,less_conv,convenient,slightly_prob,not_recom,not_recom
2347,usual,improper,incomplete,more,less_conv,convenient,problematic,recommended,priority
2348,usual,improper,incomplete,more,less_conv,convenient,problematic,priority,priority
2349,usual,improper,incomplete,more,less_conv,convenient,problematic,not_recom,not_recom
2350,usual,improper,incomplete,more,less_conv,inconv,nonprob,recommended,priority
2351,usual,improper,incomplete,more,less_conv,inconv,nonprob,priority,priority
2352,usual,improper,incomplete,more,less_conv,inconv,nonprob,not_recom,not_recom
2353,usual,improper,incomplete,more,less_conv,inconv,slightly_prob,recommended,priority
2354,usual,improper,incomplete,more,less_conv,inconv,slightly_prob,priority,priority
2355,usual,improper,incomplete,more,less_conv,inconv,slightly_prob,not_recom,not_recom
2356,usual,improper,incomplete,more,less_conv,inconv,problematic,recommended,priority
2357,usual,improper,incomplete,more,less_conv,inconv,problematic,priority,priority
2358,usual,improper,incomplete,more,less_conv,inconv,problematic,not_recom,not_recom
2359,usual,improper,incomplete,more,critical,convenient,nonprob,recommended,priority
2360,usual,improper,incomplete,more,critical,convenient,nonprob,priority,priority
2361,usual,improper,incomplete,more,critical,convenient,nonprob,not_recom,not_recom
2362,usual,improper,incomplete,more,critical,convenient,slightly_prob,recommended,priority
2363,usual,improper,incomplete,more,critical,convenient,slightly_prob,priority,priority
2364,usual,improper,incomplete,more,critical,convenient,slightly_prob,not_recom,not_recom
2365,usual,improper,incomplete,more,critical,convenient,problematic,recommended,priority
2366,usual,improper,incomplete,more,critical,convenient,problematic,priority,priority
2367,usual,improper,incomplete,more,critical,convenient,problematic,not_recom,not_recom
2368,usual,improper,incomplete,more,critical,inconv,nonprob,recommended,priority
2369,usual,improper,incomplete,more,critical,inconv,nonprob,priority,priority
2370,usual,improper,incomplete,more,critical,inconv,nonprob,not_recom,not_recom
2371,usual,improper,incomplete,more,critical,inconv,slightly_prob,recommended,priority
2372,usual,improper,incomplete,more,critical,inconv,slightly_prob,priority,priority
2373,usual,improper,incomplete,more,critical,inconv,slightly_prob,not_recom,not_recom
2374,usual,improper,incomplete,more,critical,inconv,problematic,recommended,priority
2375,usual,improper,incomplete,more,critical,inconv,problematic,priority,priority
2376,usual,improper,incomplete,more,critical,inconv,problematic,not_recom,not_recom
2377,usual,improper,foster,1,convenient,convenient,nonprob,recommended,very_recom
2378,usual,improper,foster,1,convenient,convenient,nonprob,priority,priority
2379,usual,improper,foster,1,convenient,convenient,nonprob,not_recom,not_recom
2380,usual,improper,foster,1,convenient,convenient,slightly_prob,recommended,very_recom
2381,usual,improper,foster,1,convenient,convenient,slightly_prob,priority,priority
2382,usual,improper,foster,1,convenient,convenient,slightly_prob,not_recom,not_recom
2383,usual,improper,foster,1,convenient,convenient,problematic,recommended,priority
2384,usual,improper,foster,1,convenient,convenient,problematic,priority,priority
2385,usual,improper,foster,1,convenient,convenient,problematic,not_recom,not_recom
2386,usual,improper,foster,1,convenient,inconv,nonprob,recommended,priority
2387,usual,improper,foster,1,convenient,inconv,nonprob,priority,priority
2388,usual,improper,foster,1,convenient,inconv,nonprob,not_recom,not_recom
2389,usual,improper,foster,1,convenient,inconv,slightly_prob,recommended,priority
2390,usual,improper,foster,1,convenient,inconv,slightly_prob,priority,priority
2391,usual,improper,foster,1,convenient,inconv,slightly_prob,not_recom,not_recom
2392,usual,improper,foster,1,convenient,inconv,problematic,recommended,priority
2393,usual,improper,foster,1,convenient,inconv,problematic,priority,priority
2394,usual,improper,foster,1,convenient,inconv,problematic,not_recom,not_recom
2395,usual,improper,foster,1,less_conv,convenient,nonprob,recommended,priority
2396,usual,improper,foster,1,less_conv,convenient,nonprob,priority,priority
2397,usual,improper,foster,1,less_conv,convenient,nonprob,not_recom,not_recom
2398,usual,improper,foster,1,less_conv,convenient,slightly_prob,recommended,priority
2399,usual,improper,foster,1,less_conv,convenient,slightly_prob,priority,priority
2400,usual,improper,foster,1,less_conv,convenient,slightly_prob,not_recom,not_recom
2401,usual,improper,foster,1,less_conv,convenient,problematic,recommended,priority
2402,usual,improper,foster,1,less_conv,convenient,problematic,priority,priority
2403,usual,improper,foster,1,less_conv,convenient,problematic,not_recom,not_recom
2404,usual,improper,foster,1,less_conv,inconv,nonprob,recommended,priority
2405,usual,improper,foster,1,less_conv,inconv,nonprob,priority,priority
2406,usual,improper,foster,1,less_conv,inconv,nonprob,not_recom,not_recom
2407,usual,improper,foster,1,less_conv,inconv,slightly_prob,recommended,priority
2408,usual,improper,foster,1,less_conv,inconv,slightly_prob,priority,priority
2409,usual,improper,foster,1,less_conv,inconv,slightly_prob,not_recom,not_recom
2410,usual,improper,foster,1,less_conv,inconv,problematic,recommended,priority
2411,usual,improper,foster,1,less_conv,inconv,problematic,priority,priority
2412,usual,improper,foster,1,less_conv,inconv,problematic,not_recom,not_recom
2413,usual,improper,foster,1,critical,convenient,nonprob,recommended,priority
2414,usual,improper,foster,1,critical,convenient,nonprob,priority,priority
2415,usual,improper,foster,1,critical,convenient,nonprob,not_recom,not_recom
2416,usual,improper,foster,1,critical,convenient,slightly_prob,recommended,priority
2417,usual,improper,foster,1,critical,convenient,slightly_prob,priority,priority
2418,usual,improper,foster,1,critical,convenient,slightly_prob,not_recom,not_recom
2419,usual,improper,foster,1,critical,convenient,problematic,recommended,priority
2420,usual,improper,foster,1,critical,convenient,problematic,priority,priority
2421,usual,improper,foster,1,critical,convenient,problematic,not_recom,not_recom
2422,usual,improper,foster,1,critical,inconv,nonprob,recommended,priority
2423,usual,improper,foster,1,critical,inconv,nonprob,priority,priority
2424,usual,improper,foster,1,critical,inconv,nonprob,not_recom,not_recom
2425,usual,improper,foster,1,critical,inconv,slightly_prob,recommended,priority
2426,usual,improper,foster,1,critical,inconv,slightly_prob,priority,priority
2427,usual,improper,foster,1,critical,inconv,slightly_prob,not_recom,not_recom
2428,usual,improper,foster,1,critical,inconv,problematic,recommended,priority
2429,usual,improper,foster,1,critical,inconv,problematic,priority,priority
2430,usual,improper,foster,1,critical,inconv,problematic,not_recom,not_recom
2431,usual,improper,foster,2,convenient,convenient,nonprob,recommended,very_recom
2432,usual,improper,foster,2,convenient,convenient,nonprob,priority,priority
2433,usual,improper,foster,2,convenient,convenient,nonprob,not_recom,not_recom
2434,usual,improper,foster,2,convenient,convenient,slightly_prob,recommended,very_recom
2435,usual,improper,foster,2,convenient,convenient,slightly_prob,priority,priority
2436,usual,improper,foster,2,convenient,convenient,slightly_prob,not_recom,not_recom
2437,usual,improper,foster,2,convenient,convenient,problematic,recommended,priority
2438,usual,improper,foster,2,convenient,convenient,problematic,priority,priority
2439,usual,improper,foster,2,convenient,convenient,problematic,not_recom,not_recom
2440,usual,improper,foster,2,convenient,inconv,nonprob,recommended,priority
2441,usual,improper,foster,2,convenient,inconv,nonprob,priority,priority
2442,usual,improper,foster,2,convenient,inconv,nonprob,not_recom,not_recom
2443,usual,improper,foster,2,convenient,inconv,slightly_prob,recommended,priority
2444,usual,improper,foster,2,convenient,inconv,slightly_prob,priority,priority
2445,usual,improper,foster,2,convenient,inconv,slightly_prob,not_recom,not_recom
2446,usual,improper,foster,2,convenient,inconv,problematic,recommended,priority
2447,usual,improper,foster,2,convenient,inconv,problematic,priority,priority
2448,usual,improper,foster,2,convenient,inconv,problematic,not_recom,not_recom
2449,usual,improper,foster,2,less_conv,convenient,nonprob,recommended,priority
2450,usual,improper,foster,2,less_conv,convenient,nonprob,priority,priority
2451,usual,improper,foster,2,less_conv,convenient,nonprob,not_recom,not_recom
2452,usual,improper,foster,2,less_conv,convenient,slightly_prob,recommended,priority
2453,usual,improper,foster,2,less_conv,convenient,slightly_prob,priority,priority
2454,usual,improper,foster,2,less_conv,convenient,slightly_prob,not_recom,not_recom
2455,usual,improper,foster,2,less_conv,convenient,problematic,recommended,priority
2456,usual,improper,foster,2,less_conv,convenient,problematic,priority,priority
2457,usual,improper,foster,2,less_conv,convenient,problematic,not_recom,not_recom
2458,usual,improper,foster,2,less_conv,inconv,nonprob,recommended,priority
2459,usual,improper,foster,2,less_conv,inconv,nonprob,priority,priority
2460,usual,improper,foster,2,less_conv,inconv,nonprob,not_recom,not_recom
2461,usual,improper,foster,2,less_conv,inconv,slightly_prob,recommended,priority
